,,,,総数,男,女,2015年（平成27年）の人口（組替）,5年間の人口増減数,5年間の人口増減率,面積（参考）,人口密度,平均年齢,年齢中位数,15歳未満,15～64歳,65歳以上,15歳未満,15～64歳,65歳以上,15歳未満,15～64歳,65歳以上,15歳未満,15～64歳,65歳以上,15歳未満,15～64歳,65歳以上,15歳未満,15～64歳,65歳以上,人口性比,日本人,外国人,総世帯,一般世帯,施設等の世帯,2015年（平成27年）の世帯数（組替）,一般世帯,"うち
核家族世帯",夫婦のみの世帯,"夫婦と子供
から成る世帯","男親と子供
から成る世帯","女親と子供
から成る世帯","うち
単独世帯","うち
65歳以上の単独世帯","（再掲）
夫65歳以上，妻60歳以上の夫婦のみの世帯","（再掲）
3世代世帯"
,,,,,,,,,,,,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,※,,※,※,,,,,,,,,,,,,,
都道府県名,都道府県・市区町村名,"都道府県・市区町村名
（英語）","市などの別
（地域識別コード）",（人）,（人）,（人）,（人）,（人）,（％）,（km2）,（人/km2）,（歳）,（歳）,（人）,（人）,（人）,（％）,（％）,（％）,（人）,（人）,（人）,（％）,（％）,（％）,（人）,（人）,（人）,（％）,（％）,（％）,,（人）,（人）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）,（世帯）
01_北海道,01207_帯広市,Obihiro-shi,2," 166,536 "," 79,623 "," 86,913 "," 169,327 ","-2,791",-1.6, 619.34 ,268.9,48.5 ,49.6 ," 19,076 "," 98,086 "," 49,374 ",11.5 ,58.9 ,29.6 ," 9,762 "," 49,058 "," 20,803 ",12.3 ,61.6 ,26.1 ," 9,314 "," 49,028 "," 28,571 ",10.7 ,56.4 ,32.9 ,91.6 ," 165,814 ", 722 ," 80,175 "," 79,933 ", 242 ," 77,707 "," 79,933 "," 42,007 "," 18,609 "," 16,220 ", 966 ," 6,212 "," 33,848 "," 11,065 "," 10,492 "," 1,697 "
01_北海道,01208_北見市,Kitami-shi,2," 115,480 "," 54,729 "," 60,751 "," 121,226 ","-5,746",-4.7," 1,427.41 ",80.9,50.7 ,52.8 ," 12,017 "," 64,340 "," 39,123 ",10.4 ,55.7 ,33.9 ," 6,173 "," 32,271 "," 16,285 ",11.3 ,59.0 ,29.8 ," 5,844 "," 32,069 "," 22,838 ",9.6 ,52.8 ,37.6 ,90.1 ," 115,055 ", 425 ," 55,188 "," 55,024 ", 164 ," 56,202 "," 55,024 "," 29,872 "," 13,795 "," 10,857 ", 727 ," 4,493 "," 21,801 "," 7,846 "," 8,404 "," 1,466 "
01_北海道,01209_夕張市,Yubari-shi,2," 7,334 "," 3,381 "," 3,953 "," 8,843 ","-1,509",-17.1, 763.07 ,9.6,60.7 ,66.2 , 411 ," 3,095 "," 3,828 ",5.6 ,42.2 ,52.2 , 199 ," 1,611 "," 1,571 ",5.9 ,47.6 ,46.5 , 212 ," 1,484 "," 2,257 ",5.4 ,37.5 ,57.1 ,85.5 ," 7,247 ", 87 ," 3,807 "," 3,790 ", 17 ," 4,539 "," 3,790 "," 1,811 "," 1,014 ", 460 , 58 , 279 ," 1,766 "," 1,095 ", 735 , 87 
01_北海道,01210_岩見沢市,Iwamizawa-shi,2," 79,306 "," 37,105 "," 42,201 "," 84,499 ","-5,193",-6.1, 481.02 ,164.9,52.1 ,55.5 ," 7,859 "," 42,526 "," 28,921 ",9.9 ,53.6 ,36.5 ," 3,961 "," 21,065 "," 12,079 ",10.7 ,56.8 ,32.6 ," 3,898 "," 21,461 "," 16,842 ",9.2 ,50.9 ,39.9 ,87.9 ," 79,110 ", 196 ," 35,584 "," 35,476 ", 108 ," 36,155 "," 35,476 "," 20,315 "," 9,081 "," 7,573 ", 553 ," 3,108 "," 12,581 "," 6,056 "," 5,774 "," 1,287 "
01_北海道,01211_網走市,Abashiri-shi,2," 35,759 "," 18,060 "," 17,699 "," 39,077 ","-3,318",-8.5, 471.00 ,75.9,49.3 ,50.8 ," 3,731 "," 20,739 "," 11,289 ",10.4 ,58.0 ,31.6 ," 1,932 "," 11,290 "," 4,838 ",10.7 ,62.5 ,26.8 ," 1,799 "," 9,449 "," 6,451 ",10.2 ,53.4 ,36.4 ,102.0 ," 35,438 ", 321 ," 17,253 "," 17,193 ", 60 ," 18,035 "," 17,193 "," 8,505 "," 4,052 "," 3,038 ", 192 ," 1,223 "," 7,618 "," 2,383 "," 2,386 ", 559 
01_北海道,01212_留萌市,Rumoi-shi,2," 20,114 "," 9,649 "," 10,465 "," 22,221 ","-2,107",-9.5, 297.84 ,67.5,53.4 ,56.5 ," 1,785 "," 10,590 "," 7,739 ",8.9 ,52.6 ,38.5 , 919 ," 5,584 "," 3,146 ",9.5 ,57.9 ,32.6 , 866 ," 5,006 "," 4,593 ",8.3 ,47.8 ,43.9 ,92.2 ," 19,979 ", 135 ," 9,816 "," 9,784 ", 32 ," 10,402 "," 9,784 "," 4,915 "," 2,551 "," 1,622 ", 93 , 649 ," 4,121 "," 1,708 "," 1,559 ", 221 
01_北海道,01213_苫小牧市,Tomakomai-shi,2," 170,113 "," 83,522 "," 86,591 "," 172,737 ","-2,624",-1.5, 561.57 ,302.9,48.1 ,49.1 ," 20,522 "," 99,016 "," 50,575 ",12.1 ,58.2 ,29.7 ," 10,644 "," 50,915 "," 21,963 ",12.7 ,61.0 ,26.3 ," 9,878 "," 48,101 "," 28,612 ",11.4 ,55.5 ,33.0 ,96.5 ," 169,361 ", 752 ," 80,130 "," 79,962 ", 168 ," 78,298 "," 79,962 "," 44,385 "," 19,320 "," 17,840 "," 1,042 "," 6,183 "," 31,627 "," 11,075 "," 11,128 "," 1,555 "
01_北海道,01214_稚内市,Wakkanai-shi,2," 33,563 "," 16,651 "," 16,912 "," 36,380 ","-2,817",-7.7, 761.47 ,44.1,50.5 ,52.7 ," 3,484 "," 19,034 "," 11,045 ",10.4 ,56.7 ,32.9 ," 1,806 "," 10,101 "," 4,744 ",10.8 ,60.7 ,28.5 ," 1,678 "," 8,933 "," 6,301 ",9.9 ,52.8 ,37.3 ,98.5 ," 33,125 ", 438 ," 16,060 "," 15,944 ", 116 ," 16,486 "," 15,944 "," 8,397 "," 3,839 "," 3,118 ", 229 ," 1,211 "," 6,492 "," 2,454 "," 2,303 ", 499 
01_北海道,01215_美唄市,Bibai-shi,2," 20,413 "," 9,565 "," 10,848 "," 23,035 ","-2,622",-11.4, 277.69 ,73.5,55.5 ,59.8 ," 1,539 "," 10,207 "," 8,667 ",7.5 ,50.0 ,42.5 , 813 ," 5,164 "," 3,588 ",8.5 ,54.0 ,37.5 , 726 ," 5,043 "," 5,079 ",6.7 ,46.5 ,46.8 ,88.2 ," 20,369 ", 44 ," 9,434 "," 9,359 ", 75 ," 10,173 "," 9,359 "," 5,004 "," 2,436 "," 1,641 ", 121 , 806 ," 3,617 "," 2,122 "," 1,665 ", 368 
01_北海道,01216_芦別市,Ashibetsu-shi,2," 12,555 "," 5,762 "," 6,793 "," 14,676 ","-2,121",-14.5, 865.04 ,14.5,58.3 ,63.5 , 845 ," 5,713 "," 5,997 ",6.7 ,45.5 ,47.8 , 435 ," 2,861 "," 2,466 ",7.5 ,49.7 ,42.8 , 410 ," 2,852 "," 3,531 ",6.0 ,42.0 ,52.0 ,84.8 ," 12,538 ", 17 ," 6,055 "," 6,021 ", 34 ," 6,862 "," 6,021 "," 3,377 "," 1,807 ", 955 , 89 , 526 ," 2,241 "," 1,439 "," 1,258 ", 155 
