上尾		 238 	 246 
上尾鷹の台		 198 	 199 
上尾橘		 159 	 141 
上尾南		 238 	 238 
朝霞		 318 	 318 
朝霞西		 318 	 319 
伊奈学園総合		 755 	 756 
入間向陽		 318 	 318 
岩槻		 278 	 278 
岩槻北陵		 159 	 142 
浦和		 358 	 357 
浦和北		 318 	 320 
浦和第一女子		 358 	 359 
浦和西		 358 	 360 
浦和東		 318 	 318 
大宮		 318 	 318 
大宮光陵		 238 	 237 
大宮東		 238 	 231 
大宮南		 358 	 362 
大宮武蔵野		 238 	 238 
小川		 199 	 171 
桶川		 278 	 259 
桶川西		 159 	 159 
越生		 79 	 78 
春日部		 358 	 360 
春日部女子		 238 	 241 
春日部東		 318 	 318 
川口		 318 	 322 
川口北		 358 	 359 
川口青陵		 278 	 278 
川口東		 278 	 278 
川越		 358 	 359 
川越女子		 358 	 358 
川越西		 318 	 318 
川越初雁		 198 	 169 
川越南		 358 	 358 
北本		 159 	 149 
久喜		 278 	 279 
熊谷		 318 	 318 
熊谷女子		 318 	 319 
熊谷西		 238 	 238 
栗橋北彩		 198 	 166 
鴻巣		 198 	 198 
鴻巣女子		 79 	 76 
越ケ谷		 318 	 323 
越谷北		 318 	 322 
越谷西		 318 	 319 
越谷東		 278 	 278 
越谷南		 318 	 319 
児玉		 79 	 50 
坂戸		 318 	 318 
坂戸西		 318 	 317 
狭山清陵		 198 	 198 
志木		 238 	 238 
庄和		 159 	 155 
白岡		 159 	 137 
杉戸		 278 	 266 
草加		 358 	 360 
草加西		 238 	 239 
草加東		 318 	 319 
草加南		 238 	 241 
秩父		 198 	 198 
鶴ケ島清風		 198 	 193 
所沢		 358 	 357 
所沢北		 318 	 318 
所沢中央		 318 	 318 
所沢西		 318 	 318 
豊岡		 318 	 318 
南稜		 318 	 318 
新座		 198 	 198 
新座柳瀬		 198 	 199 
蓮田松韻		 198 	 122 
鳩ケ谷		 158 	 158 
鳩山		 119 	 58 
羽生第一		 159 	 157 
飯能		 238 	 238 
飯能南		 159 	 120 
日高		 159 	 158 
深谷		 198 	 200 
深谷第一		 278 	 280 
富士見		 198 	 198 
ふじみ野		 118 	 117 
不動岡		 318 	 318 
本庄		 318 	 322 
松伏		 158 	 159 
松山		 278 	 277 
松山女子		 318 	 320 
三郷		 198 	 198 
三郷北		 238 	 238 
宮代		 198 	 198 
妻沼		 119 	 94 
八潮		 159 	 151 
八潮南		 79 	 78 
与野		 358 	 358 
和光		 159 	 152 
和光国際		 238 	 239 
鷲宮		 278 	 276 
蕨		 318 	 318 
川口市立		 360 	 362 
川越市立川越		 140 	 141 
さいたま市立浦和		 320 	 325 
さいたま市立浦和南		 320 	 323 
さいたま市立大宮北		 280 	 280 
"青山学院大学系属浦和ルーテル学院"		 75 	 72 
秋草学園		 320 	 225 
浦和明の星女子		 160 	 170 
浦和学院		 800 	 778 
浦和実業学園		 520 	 414 
浦和麗明		 320 	 421 
叡明		 520 	 639 
大妻嵐山		 180 	 145 
大宮開成		 500 	 434 
開智		 540 	 633 
開智未来		 200 	 161 
春日部共栄		 500 	 588 
川越東		 400 	 424 
慶應義塾志木		 250 	 237 
国際学院		 80 	 65 
埼玉栄		 560 	 646 
埼玉平成		 350 	 260 
栄北		 320 	 351 
栄東		 400 	 446 
狭山ヶ丘		 400 	 372 
自由の森学園		 210 	 229 
秀明		 160 	 57 
秀明英光		 400 	 293 
淑徳与野		 360 	 385 
城西大学付属川越		 280 	 182 
正智深谷		 400 	 422 
昌平		 490 	 548 
城北埼玉		 240 	 239 
西武学園文理		 300 	 230 
西武台		 500 	 532 
聖望学園		 300 	 290 
東京成徳大学深谷		 350 	 262 
東京農業大学第三		 400 	 445 
獨協埼玉		 320 	 337 
花咲徳栄		 440 	 560 
東野		 350 	 326 
武南		 440 	 438 
星野		 650 	 852 
細田学園		 440 	 516 
本庄第一		 450 	 339 
本庄東		 400 	 437 
武蔵越生		 380 	 348 
山村学園		 400 	 400 
山村国際		 240 	 245 
立教新座		 280 	 331 
早稲田大学本庄		 320 	 322 
