上尾	普通科	 196 	 247 
上尾鷹の台	普通科	 78 	 224 
上尾橘	普通科	 20 	 136 
上尾南	普通科	 85 	 259 
朝霞	普通科	 239 	 320 
朝霞西	普通科	 181 	 346 
伊奈学園総合	普通科	 607 	 769 
入間向陽	普通科	 195 	 358 
岩槻	普通科	 177 	 271 
岩槻北陵	普通科	 16 	 143 
浦和	普通科	 156 	 366 
浦和北	普通科	 256 	 320 
浦和第一女子	普通科	 312 	 402 
浦和西	普通科	 327 	 400 
浦和東	普通科	 186 	 319 
大宮	普通科	 290 	 369 
大宮光陵	普通科	 181 	 237 
大宮東	普通科	 139 	 236 
大宮南	普通科	 259 	 364 
大宮武蔵野	普通科	 104 	 249 
小川	普通科	 77 	 193 
桶川	普通科	 175 	 316 
桶川西	普通科	 45 	 170 
越生	普通科	 14 	 94 
春日部	普通科	 250 	 390 
春日部女子	普通科	 223 	 276 
春日部東	普通科	 271 	 321 
川口	普通科	 251 	 360 
川口北	普通科	 324 	 385 
川口青陵	普通科	 77 	 250 
川口東	普通科	 143 	 308 
川越	普通科	 211 	 363 
川越女子	普通科	 326 	 363 
川越西	普通科	 150 	 353 
川越初雁	普通科	 38 	 201 
川越南	普通科	 299 	 361 
北本	普通科	 40 	 169 
久喜	普通科	 183 	 272 
熊谷	普通科	 182 	 312 
熊谷女子	普通科	 284 	 321 
熊谷西	普通科	 233 	 277 
栗橋北彩	普通科	 33 	 215 
鴻巣	普通科	 109 	 196 
鴻巣女子	普通科	 28 	 105 
越ヶ谷	普通科	 284 	 321 
越谷北	普通科	 296 	 348 
越谷西	普通科	 194 	 311 
越谷東	普通科	 106 	 269 
越谷南	普通科	 292 	 361 
児玉	普通科	 11 	 105 
坂戸	普通科	 263 	 331 
坂戸西	普通科	 173 	 352 
狭山清陵	普通科	 59 	 199 
志木	普通科	 112 	 275 
庄和	普通科	 76 	 187 
白岡	普通科	 68 	 180 
進修館	普通科	 13 	 39 
杉戸	普通科	 237 	 308 
草加	普通科	 280 	 363 
草加西	普通科	 65 	 239 
草加東	普通科	 149 	 321 
草加南	普通科	 137 	 234 
秩父	普通科	 159 	 224 
鶴ヶ島清風	普通科	 54 	 211 
所沢	普通科	 272 	 359 
所沢北	普通科	 276 	 325 
所沢中央	普通科	 133 	 310 
所沢西	普通科	 195 	 325 
豊岡	普通科	 200 	 321 
南稜	普通科	 192 	 321 
新座	普通科	 27 	 153 
新座柳瀬	普通科	 58 	 218 
蓮田松韻	普通科	 50 	 190 
鳩ヶ谷	普通科	 68 	 157 
鳩山	普通科	 11 	 85 
羽生第一	普通科	 131 	 240 
飯能	普通科	 65 	 216 
飯能南	普通科	 31 	 184 
日高	普通科	 13 	 140 
深谷	普通科	 60 	 219 
深谷第一	普通科	 180 	 319 
富士見	普通科	 60 	 204 
ふじみ野	普通科	 43 	 147 
不動岡	普通科	 289 	 324 
本庄	普通科	 237 	 325 
松伏	普通科	 25 	 182 
松山	普通科	 211 	 277 
松山女子	普通科	 225 	 312 
三郷	普通科	 37 	 194 
三郷北	普通科	 108 	 273 
宮代	普通科	 42 	 196 
妻沼	普通科	 15 	 113 
八潮	普通科	 31 	 173 
八潮南	普通科	 14 	 70 
与野	普通科	 272 	 364 
和光	普通科	 21 	 158 
和光国際	普通科	 190 	 239 
鷲宮	普通科	 104 	 297 
蕨	普通科	 289 	 322 
さいたま市立浦和	普通科	 273 	 320 
さいたま市立浦和南	普通科	 276 	 323 
さいたま市立大宮北	普通科	 241 	 280 
さいたま市立大宮西	普通科	 166 	 240 
川口市立	普通科	 263 	 359 
川越市立川越	普通科	 95 	 143 
春日部女子	外国語科	 35 	 40 
越谷南	外国語科	 33 	 38 
坂戸	外国語科	 31 	 34 
草加南	外国語科	 19 	 37 
南稜	外国語科	 22 	 40 
不動岡	外国語科	 30 	 39 
和光国際	外国語科	 62 	 80 
蕨	外国語科	 38 	 41 
大宮	理数科	 28 	 41 
熊谷西	理数科	 31 	 39 
越谷北	理数科	 34 	 40 
所沢北	理数科	 32 	 41 
松山	理数科	 29 	 42 
さいたま市立大宮北	理数科	 34 	 40 
浦和ルーテル学院	普通科	 50 	 61 
秋草学園	普通科	 160 	 232 
浦和明の星女子	普通科	 133 	 170 
浦和学院	普通科	 788 	 924 
浦和実業学園	普通科	 363 	 511 
浦和麗明	普通科	 167 	 225 
叡明	普通科	 457 	 629 
大妻嵐山	普通科	 130 	 148 
大宮開成	普通科	 424 	 470 
開智	普通科	 425 	 554 
開智未来	普通科	 139 	 187 
春日部共栄	普通科	 350 	 476 
川越東	普通科	 316 	 448 
慶應義塾志木	普通科	 254 	 256 
国際学院	普通科	 26 	 31 
埼玉栄	普通科	 413 	 553 
埼玉平成	普通科	 176 	 258 
栄北	普通科	 299 	 363 
栄東	普通科	 346 	 478 
狭山ヶ丘	普通科	 312 	 400 
自由の森学園	普通科	 48 	 129 
秀明	普通科	 63 	 90 
秀明英光	普通科	 244 	 419 
淑徳与野	普通科	 323 	 353 
城西大学付属川越	普通科	 204 	 263 
正智深谷	普通科	 354 	 456 
昌平	普通科	 477 	 547 
城北埼玉	普通科	 127 	 217 
西武学園文理	普通科	 176 	 264 
西武台	普通科	 291 	 478 
聖望学園	普通科	 285 	 369 
東京成徳大学深谷	普通科	 233 	 326 
東京農業大学第三	普通科	 306 	 362 
獨協埼玉	普通科	 294 	 359 
花咲徳栄	普通科	 414 	 559 
東野	普通科	 218 	 345 
武南	普通科	 369 	 463 
星野	普通科	 789 	 871 
細田学園	普通科	 270 	 371 
本庄第一	普通科	 292 	 463 
本庄東	普通科	 339 	 398 
武蔵越生	普通科	 275 	 439 
山村学園	普通科	 411 	 495 
山村国際	普通科	 187 	 303 
立教新座	普通科	 277 	 317 
早稲田大学本庄高等学院	普通科	 334 	 336 
西武学園文理	外国語科	 17 	 20 
西武学園文理	理数科	 17 	 22 
