与野	普通科	 299 	 354 
和光	普通科	 12 	 116 
和光国際	普通科	 210 	 233 
鷲宮	普通科	 121 	 269 
蕨	普通科	 282 	 312 
さいたま市立浦和	普通科	 281 	 310 
さいたま市立浦和南	普通科	 277 	 306 
さいたま市立大宮北	普通科	 253 	 272 
川口市立	普通科	 361 	 434 
川越市立川越	普通科	 106 	 137 
春日部女子	外国語科	 36 	 43 
越谷南	外国語科	 31 	 37 
坂戸	外国語科	 33 	 39 
草加南	外国語科	 19 	 35 
南稜	外国語科	 30 	 40 
不動岡	外国語科	 32 	 39 
和光国際	外国語科	 65 	 72 
蕨	外国語科	 34 	 38 
大宮	理数科	 33 	 40 
熊谷西	理数科	 34 	 40 
越谷北	理数科	 28 	 37 
所沢北	理数科	 29 	 36 
松山	理数科	 31 	 38 
さいたま市立大宮北	理数科	 36 	 40 
川口市立	理数科	 33 	 40 
浦和ルーテル学院	普通科	 69 	 73 
秋草学園	普通科	 167 	 232 
浦和明の星女子	普通科	 138 	 169 
浦和学院	普通科	 630 	 718 
浦和実業学園	普通科	 434 	 508 
浦和麗明	普通科	 343 	 393 
叡明	普通科	 428 	 481 
大妻嵐山	普通科	 109 	 119 
大宮開成	普通科	 582 	 625 
開智	普通科	 434 	 546 
開智未来	普通科	 93 	 117 
春日部共栄	普通科	 381 	 441 
川越東	普通科	 362 	 441 
慶應義塾志木	普通科	 234 	 237 
国際学院	普通科	 35 	 43 
埼玉栄	普通科	 496 	 589 
埼玉平成	普通科	 235 	 321 
栄北	普通科	 351 	 380 
栄東	普通科	 375 	 498 
狭山ヶ丘	普通科	 280 	 324 
自由の森学園	普通科	 93 	 215 
秀明	普通科	 41 	 62 
秀明英光	普通科	 185 	 307 
淑徳与野	普通科	 336 	 357 
城西大学付属川越	普通科	 191 	 206 
正智深谷	普通科	 307 	 387 
昌平	普通科	 428 	 486 
城北埼玉	普通科	 147 	 225 
西武学園文理	普通科	 171 	 240 
西武台	普通科	 295 	 375 
聖望学園	普通科	 229 	 281 
東京成徳大学深谷	普通科	 213 	 319 
東京農業大学第三	普通科	 435 	 489 
獨協埼玉	普通科	 273 	 304 
花咲徳栄	普通科	 395 	 490 
東野	普通科	 226 	 283 
武南	普通科	 400 	 449 
星野	普通科	 663 	 737 
細田学園	普通科	 318 	 366 
本庄第一	普通科	 179 	 252 
本庄東	普通科	 383 	 432 
武蔵越生	普通科	 264 	 325 
山村学園	普通科	 283 	 316 
山村国際	普通科	 169 	 235 
立教新座	普通科	 291 	 308 
早稲田大学本庄高等学院	普通科	 305 	 308 
西武学園文理	外国語科	 26 	 27 
西武学園文理	理数科	 21 	 36 
