		 現役 	 210 	 130 	 80 	 204 	 129 	 75 	 2 	 2 	 - 	 - 	 - 	 - 	 202 	 127 	 75 	 6 	 1 	 5 	 - 	 - 	 - 	 6 	 1 	 5 	 - 	 - 	 - 	 317 	 171 	 146 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川口北	 計 	 361 	 217 	 144 	 360 	 217 	 143 	 48 	 36 	 12 	 24 	 14 	 10 	 288 	 167 	 121 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 			
		 現役 	 325 	 186 	 139 	 324 	 186 	 138 	 43 	 31 	 12 	 23 	 13 	 10 	 258 	 142 	 116 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 	 356 	 211 	 145 
		 一浪 	 29 	 25 	 4 	 29 	 25 	 4 	 5 	 5 	 - 	 1 	 1 	 - 	 23 	 19 	 4 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 7 	 6 	 1 	 7 	 6 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 7 	 6 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川口青陵	 計 	 89 	 58 	 31 	 73 	 57 	 16 	 - 	 - 	 - 	 - 	 - 	 - 	 73 	 57 	 16 	 16 	 1 	 15 	 - 	 - 	 - 	 16 	 1 	 15 	 - 	 - 	 - 			
		 現役 	 89 	 58 	 31 	 73 	 57 	 16 	 - 	 - 	 - 	 - 	 - 	 - 	 73 	 57 	 16 	 16 	 1 	 15 	 - 	 - 	 - 	 16 	 1 	 15 	 - 	 - 	 - 	 258 	 127 	 131 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川口東	 計 	 129 	 88 	 41 	 119 	 87 	 32 	 - 	 - 	 - 	 - 	 - 	 - 	 119 	 87 	 32 	 10 	 1 	 9 	 - 	 - 	 - 	 10 	 1 	 9 	 - 	 - 	 - 			
		 現役 	 129 	 88 	 41 	 119 	 87 	 32 	 - 	 - 	 - 	 - 	 - 	 - 	 119 	 87 	 32 	 10 	 1 	 9 	 - 	 - 	 - 	 10 	 1 	 9 	 - 	 - 	 - 	 252 	 155 	 97 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川越	 計 	 313 	 313 	 … 	 313 	 313 	 … 	 145 	 145 	 … 	 4 	 4 	 … 	 164 	 164 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 			
		 現役 	 233 	 233 	 … 	 233 	 233 	 … 	 107 	 107 	 … 	 4 	 4 	 … 	 122 	 122 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 352 	 352 	 … 
		 一浪 	 72 	 72 	 … 	 72 	 72 	 … 	 35 	 35 	 … 	 - 	 - 	 … 	 37 	 37 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 … 	 … 	 … 			
		 二浪以上 	 8 	 8 	 … 	 8 	 8 	 … 	 3 	 3 	 … 	 - 	 - 	 … 	 5 	 5 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 … 	 … 	 … 			
	川越女子	 計 	 339 	 … 	 339 	 338 	 … 	 338 	 105 	 … 	 105 	 15 	 … 	 15 	 218 	 … 	 218 	 1 	 … 	 1 	 - 	 … 	 - 	 1 	 … 	 1 	 - 	 … 	 - 			
		 現役 	 306 	 … 	 306 	 305 	 … 	 305 	 92 	 … 	 92 	 15 	 … 	 15 	 198 	 … 	 198 	 1 	 … 	 1 	 - 	 … 	 - 	 1 	 … 	 1 	 - 	 … 	 - 	 348 	 … 	 348 
		 一浪 	 29 	 … 	 29 	 29 	 … 	 29 	 12 	 … 	 12 	 - 	 … 	 - 	 17 	 … 	 17 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
		 二浪以上 	 4 	 … 	 4 	 4 	 … 	 4 	 1 	 … 	 1 	 - 	 … 	 - 	 3 	 … 	 3 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
	川越西	 計 	 148 	 64 	 84 	 108 	 63 	 45 	 - 	 - 	 - 	 - 	 - 	 - 	 108 	 63 	 45 	 40 	 1 	 39 	 - 	 - 	 - 	 40 	 1 	 39 	 - 	 - 	 - 			
		 現役 	 148 	 64 	 84 	 108 	 63 	 45 	 - 	 - 	 - 	 - 	 - 	 - 	 108 	 63 	 45 	 40 	 1 	 39 	 - 	 - 	 - 	 40 	 1 	 39 	 - 	 - 	 - 	 304 	 109 	 195 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川越初雁	 計 	 32 	 20 	 12 	 31 	 20 	 11 	 - 	 - 	 - 	 - 	 - 	 - 	 31 	 20 	 11 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 			
		 現役 	 32 	 20 	 12 	 31 	 20 	 11 	 - 	 - 	 - 	 - 	 - 	 - 	 31 	 20 	 11 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 	 170 	 96 	 74 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	川越南	 計 	 326 	 129 	 197 	 322 	 128 	 194 	 15 	 8 	 7 	 7 	 1 	 6 	 300 	 119 	 181 	 4 	 1 	 3 	 - 	 - 	 - 	 4 	 1 	 3 	 - 	 - 	 - 			
		 現役 	 312 	 116 	 196 	 308 	 115 	 193 	 13 	 6 	 7 	 7 	 1 	 6 	 288 	 108 	 180 	 4 	 1 	 3 	 - 	 - 	 - 	 4 	 1 	 3 	 - 	 - 	 - 	 353 	 130 	 223 
		 一浪 	 12 	 11 	 1 	 12 	 11 	 1 	 1 	 1 	 - 	 - 	 - 	 - 	 11 	 10 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 2 	 2 	 - 	 2 	 2 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	北本	 計 	 37 	 22 	 15 	 30 	 22 	 8 	 - 	 - 	 - 	 - 	 - 	 - 	 30 	 22 	 8 	 7 	 - 	 7 	 - 	 - 	 - 	 7 	 - 	 7 	 - 	 - 	 - 			
		 現役 	 37 	 22 	 15 	 30 	 22 	 8 	 - 	 - 	 - 	 - 	 - 	 - 	 30 	 22 	 8 	 7 	 - 	 7 	 - 	 - 	 - 	 7 	 - 	 7 	 - 	 - 	 - 	 143 	 77 	 66 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	久喜	 計 	 195 	 … 	 195 	 160 	 … 	 160 	 - 	 … 	 - 	 1 	 … 	 1 	 159 	 … 	 159 	 35 	 … 	 35 	 - 	 … 	 - 	 35 	 … 	 35 	 - 	 … 	 - 			
		 現役 	 195 	 … 	 195 	 160 	 … 	 160 	 - 	 … 	 - 	 1 	 … 	 1 	 159 	 … 	 159 	 35 	 … 	 35 	 - 	 … 	 - 	 35 	 … 	 35 	 - 	 … 	 - 	 265 	 … 	 265 
		 一浪 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
	熊谷	 計 	 295 	 295 	 … 	 294 	 294 	 … 	 76 	 76 	 … 	 16 	 16 	 … 	 202 	 202 	 … 	 1 	 1 	 … 	 - 	 - 	 … 	 1 	 1 	 … 	 - 	 - 	 … 			
		 現役 	 228 	 228 	 … 	 227 	 227 	 … 	 57 	 57 	 … 	 10 	 10 	 … 	 160 	 160 	 … 	 1 	 1 	 … 	 - 	 - 	 … 	 1 	 1 	 … 	 - 	 - 	 … 	 317 	 317 	 … 
		 一浪 	 60 	 60 	 … 	 60 	 60 	 … 	 16 	 16 	 … 	 6 	 6 	 … 	 38 	 38 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 … 	 … 	 … 			
		 二浪以上 	 7 	 7 	 … 	 7 	 7 	 … 	 3 	 3 	 … 	 - 	 - 	 … 	 4 	 4 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 … 	 … 	 … 			
普通科	熊谷女子	 計 	 294 	 … 	 294 	 292 	 … 	 292 	 30 	 … 	 30 	 24 	 … 	 24 	 238 	 … 	 238 	 2 	 … 	 2 	 - 	 … 	 - 	 2 	 … 	 2 	 - 	 … 	 - 			
		 現役 	 282 	 … 	 282 	 281 	 … 	 281 	 29 	 … 	 29 	 24 	 … 	 24 	 228 	 … 	 228 	 1 	 … 	 1 	 - 	 … 	 - 	 1 	 … 	 1 	 - 	 … 	 - 	 307 	 … 	 307 
		 一浪 	 10 	 … 	 10 	 9 	 … 	 9 	 - 	 … 	 - 	 - 	 … 	 - 	 9 	 … 	 9 	 1 	 … 	 1 	 - 	 … 	 - 	 1 	 … 	 1 	 … 	 … 	 … 			
		 二浪以上 	 2 	 … 	 2 	 2 	 … 	 2 	 1 	 … 	 1 	 - 	 … 	 - 	 1 	 … 	 1 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
	熊谷西	 計 	 280 	 130 	 150 	 277 	 129 	 148 	 30 	 18 	 12 	 14 	 7 	 7 	 233 	 104 	 129 	 3 	 1 	 2 	 - 	 - 	 - 	 3 	 1 	 2 	 - 	 - 	 - 			
		 現役 	 265 	 117 	 148 	 262 	 116 	 146 	 29 	 17 	 12 	 13 	 6 	 7 	 220 	 93 	 127 	 3 	 1 	 2 	 - 	 - 	 - 	 3 	 1 	 2 	 - 	 - 	 - 	 282 	 126 	 156 
		 一浪 	 14 	 12 	 2 	 14 	 12 	 2 	 1 	 1 	 - 	 1 	 1 	 - 	 12 	 10 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 1 	 1 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	栗橋北彩	 計 	 31 	 17 	 14 	 22 	 15 	 7 	 - 	 - 	 - 	 - 	 - 	 - 	 22 	 15 	 7 	 9 	 2 	 7 	 - 	 - 	 - 	 9 	 2 	 7 	 - 	 - 	 - 			
		 現役 	 31 	 17 	 14 	 22 	 15 	 7 	 - 	 - 	 - 	 - 	 - 	 - 	 22 	 15 	 7 	 9 	 2 	 7 	 - 	 - 	 - 	 9 	 2 	 7 	 - 	 - 	 - 	 170 	 98 	 72 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	鴻巣	 計 	 120 	 65 	 55 	 107 	 63 	 44 	 - 	 - 	 - 	 1 	 - 	 1 	 106 	 63 	 43 	 13 	 2 	 11 	 - 	 - 	 - 	 13 	 2 	 11 	 - 	 - 	 - 			
		 現役 	 119 	 64 	 55 	 106 	 62 	 44 	 - 	 - 	 - 	 1 	 - 	 1 	 105 	 62 	 43 	 13 	 2 	 11 	 - 	 - 	 - 	 13 	 2 	 11 	 - 	 - 	 - 	 196 	 91 	 105 
		 一浪 	 1 	 1 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	鴻巣女子	 計 	 17 	 … 	 17 	 13 	 … 	 13 	 - 	 … 	 - 	 - 	 … 	 - 	 13 	 … 	 13 	 4 	 … 	 4 	 - 	 … 	 - 	 4 	 … 	 4 	 - 	 … 	 - 			
		 現役 	 17 	 … 	 17 	 13 	 … 	 13 	 - 	 … 	 - 	 - 	 … 	 - 	 13 	 … 	 13 	 4 	 … 	 4 	 - 	 … 	 - 	 4 	 … 	 4 	 - 	 … 	 - 	 71 	 … 	 71 
		 一浪 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 - 	 … 	 - 	 … 	 … 	 … 			
	越ヶ谷	 計 	 308 	 148 	 160 	 307 	 148 	 159 	 34 	 20 	 14 	 11 	 5 	 6 	 262 	 123 	 139 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 			
		 現役 	 296 	 139 	 157 	 296 	 139 	 157 	 34 	 20 	 14 	 10 	 4 	 6 	 252 	 115 	 137 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 311 	 145 	 166 
		 一浪 	 12 	 9 	 3 	 11 	 9 	 2 	 - 	 - 	 - 	 1 	 1 	 - 	 10 	 8 	 2 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	越谷北	 計 	 309 	 157 	 152 	 308 	 157 	 151 	 38 	 17 	 21 	 9 	 3 	 6 	 261 	 137 	 124 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 			
		 現役 	 282 	 139 	 143 	 281 	 139 	 142 	 33 	 14 	 19 	 9 	 3 	 6 	 239 	 122 	 117 	 1 	 - 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 	 307 	 158 	 149 
		 一浪 	 25 	 16 	 9 	 25 	 16 	 9 	 5 	 3 	 2 	 - 	 - 	 - 	 20 	 13 	 7 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 2 	 2 	 - 	 2 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 2 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	越谷西	 計 	 213 	 133 	 80 	 200 	 131 	 69 	 - 	 - 	 - 	 1 	 1 	 - 	 199 	 130 	 69 	 13 	 2 	 11 	 - 	 - 	 - 	 13 	 2 	 11 	 - 	 - 	 - 			
		 現役 	 213 	 133 	 80 	 200 	 131 	 69 	 - 	 - 	 - 	 1 	 1 	 - 	 199 	 130 	 69 	 13 	 2 	 11 	 - 	 - 	 - 	 13 	 2 	 11 	 - 	 - 	 - 	 304 	 176 	 128 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	越谷東	 計 	 130 	 78 	 52 	 123 	 78 	 45 	 - 	 - 	 - 	 - 	 - 	 - 	 123 	 78 	 45 	 7 	 - 	 7 	 - 	 - 	 - 	 7 	 - 	 7 	 - 	 - 	 - 			
		 現役 	 130 	 78 	 52 	 123 	 78 	 45 	 - 	 - 	 - 	 - 	 - 	 - 	 123 	 78 	 45 	 7 	 - 	 7 	 - 	 - 	 - 	 7 	 - 	 7 	 - 	 - 	 - 	 266 	 132 	 134 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	越谷南	 計 	 280 	 145 	 135 	 274 	 145 	 129 	 4 	 3 	 1 	 3 	 - 	 3 	 267 	 142 	 125 	 6 	 - 	 6 	 - 	 - 	 - 	 6 	 - 	 6 	 - 	 - 	 - 			
		 現役 	 267 	 133 	 134 	 261 	 133 	 128 	 4 	 3 	 1 	 2 	 - 	 2 	 255 	 130 	 125 	 6 	 - 	 6 	 - 	 - 	 - 	 6 	 - 	 6 	 - 	 - 	 - 	 310 	 150 	 160 
		 一浪 	 9 	 8 	 1 	 9 	 8 	 1 	 - 	 - 	 - 	 1 	 - 	 1 	 8 	 8 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 4 	 4 	 - 	 4 	 4 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 4 	 4 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	児玉	 計 	 7 	 5 	 2 	 7 	 5 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 7 	 5 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 			
		 現役 	 7 	 5 	 2 	 7 	 5 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 7 	 5 	 2 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 55 	 27 	 28 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	坂戸	 計 	 269 	 134 	 135 	 263 	 133 	 130 	 7 	 6 	 1 	 2 	 2 	 - 	 254 	 125 	 129 	 6 	 1 	 5 	 - 	 - 	 - 	 6 	 1 	 5 	 - 	 - 	 - 			
		 現役 	 269 	 134 	 135 	 263 	 133 	 130 	 7 	 6 	 1 	 2 	 2 	 - 	 254 	 125 	 129 	 6 	 1 	 5 	 - 	 - 	 - 	 6 	 1 	 5 	 - 	 - 	 - 	 318 	 157 	 161 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	坂戸西	 計 	 178 	 96 	 82 	 146 	 95 	 51 	 - 	 - 	 - 	 - 	 - 	 - 	 146 	 95 	 51 	 32 	 1 	 31 	 - 	 - 	 - 	 32 	 1 	 31 	 - 	 - 	 - 			
		 現役 	 177 	 95 	 82 	 145 	 94 	 51 	 - 	 - 	 - 	 - 	 - 	 - 	 145 	 94 	 51 	 32 	 1 	 31 	 - 	 - 	 - 	 32 	 1 	 31 	 - 	 - 	 - 	 313 	 164 	 149 
		 一浪 	 1 	 1 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 1 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	狭山清陵	 計 	 66 	 35 	 31 	 49 	 35 	 14 	 - 	 - 	 - 	 - 	 - 	 - 	 49 	 35 	 14 	 17 	 - 	 17 	 - 	 - 	 - 	 17 	 - 	 17 	 - 	 - 	 - 			
		 現役 	 65 	 35 	 30 	 48 	 35 	 13 	 - 	 - 	 - 	 - 	 - 	 - 	 48 	 35 	 13 	 17 	 - 	 17 	 - 	 - 	 - 	 17 	 - 	 17 	 - 	 - 	 - 	 174 	 84 	 90 
		 一浪 	 1 	 - 	 1 	 1 	 - 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 1 	 - 	 1 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	志木	 計 	 140 	 74 	 66 	 120 	 74 	 46 	 - 	 - 	 - 	 - 	 - 	 - 	 120 	 74 	 46 	 20 	 - 	 20 	 - 	 - 	 - 	 20 	 - 	 20 	 - 	 - 	 - 			
		 現役 	 140 	 74 	 66 	 120 	 74 	 46 	 - 	 - 	 - 	 - 	 - 	 - 	 120 	 74 	 46 	 20 	 - 	 20 	 - 	 - 	 - 	 20 	 - 	 20 	 - 	 - 	 - 	 269 	 128 	 141 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
普通科	庄和	 計 	 82 	 38 	 44 	 64 	 37 	 27 	 - 	 - 	 - 	 - 	 - 	 - 	 64 	 37 	 27 	 17 	 - 	 17 	 - 	 - 	 - 	 17 	 - 	 17 	 1 	 1 	 - 			
		 現役 	 82 	 38 	 44 	 64 	 37 	 27 	 - 	 - 	 - 	 - 	 - 	 - 	 64 	 37 	 27 	 17 	 - 	 17 	 - 	 - 	 - 	 17 	 - 	 17 	 1 	 1 	 - 	 195 	 80 	 115 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	白岡	 計 	 57 	 37 	 20 	 54 	 37 	 17 	 - 	 - 	 - 	 1 	 - 	 1 	 53 	 37 	 16 	 3 	 - 	 3 	 - 	 - 	 - 	 3 	 - 	 3 	 - 	 - 	 - 			
		 現役 	 57 	 37 	 20 	 54 	 37 	 17 	 - 	 - 	 - 	 1 	 - 	 1 	 53 	 37 	 16 	 3 	 - 	 3 	 - 	 - 	 - 	 3 	 - 	 3 	 - 	 - 	 - 	 148 	 92 	 56 
		 一浪 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
		 二浪以上 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 - 	 … 	 … 	 … 			
	杉戸	 計 	 234 	 150 	 84 	 227 	 150 	 77 	 1 	 1 	 - 	 9 	 4 	 5 	 217 	 145 	 72 	 6 	 - 	 6 	 - 	 - 	 - 	 6 	 - 	 6 	 1 	 - 	 1 			
